labels,CPU1 Temp,CPU2 Temp,Inlet Temp,Memory usage,Fan1 speed,Fan2 speed,Fan3 speed,Fan4 speed,Power consumption
0,59.65668449197868,44.30855614973281,13.754545454545637,8.30587216535017,11036.978609625574,10996.550802138921,11017.101604277952,11011.187165775316,83.21975267379665
1,76.16221843649637,56.0492144614811,12.54381979935691,36.68116350596432,9311.37800492149,9265.453340904794,9290.058678780984,9276.808631459413,100.68793772477748
2,60.6063511084496,46.44577591371889,12.407549430796989,8.161321570440455,9039.403235470358,8995.78430197723,9013.819053325307,8995.532654284016,81.34541641701624
3,68.68290960451971,52.45056497175138,12.723163841807898,71.79190933826692,8899.78813559324,8850.105932203393,8861.475988700573,8848.919491525417,93.48539018361595
4,37.64879356568366,30.772117962466613,11.541554959785499,9.949876982497374,8883.713136729235,8827.037533512083,8853.310991957116,8832.855227882043,43.72989276139401
5,60.919999999999796,48.22297872340418,13.436595744680771,38.17661565670432,10398.902127659534,10358.03404255317,10379.063829787221,10385.19999999998,95.05319148936174
6,3,3,3,11.714299857967644,1050,1050,1050,1050,9.765625000000004
7,74.7317414094366,54.15911473500397,13.045078625509706,8.218535395812845,9148.702387885949,9102.478741991908,9119.5934769948,9108.6185206757,92.17374053581712
8,46.40555555555556,38.93888888888892,13.272222222222192,23.316369186160937,16757.222222222263,16637.05555555551,16659.22222222221,16672.444444444438,90.21006944444446
